Topic,Sentiment,TweetText
apple,irrelevant,En @Apple mucho diseño pero llevo media hora esperando a mi clase que poca formalidad
apple,irrelevant,"So ya my ITunes is in Japanese???
@apple
#lostasamothafucka"
apple,irrelevant,"おっとー、出演者ショップスが抜けてた! -- New mov: ""ショウケース@apple store 銀座"" 記録 / starring:ichiro_,REPEAT PATTERN,COFFEE SHOPS,moda → http://t.co/kmJ0o1Ja"
apple,irrelevant,@Apple -Handy: @iPhone -4S-Besitzer schimpfen über Netzprobleme -  http://t.co/abHuRvyc
apple,irrelevant,@Apple erneut im Fadenkreuz - Umweltverschmutzung? @Apple -Zulieferer muss Produktion stoppen  http://t.co/aH9KgrLY
apple,irrelevant,"RT @modalnho: New mov: ""ショウケース@apple store 銀座"" 記録 / starring:ichiro_, REPEAT PATTERN, moda → http://t.co/kmJ0o1Ja"
apple,irrelevant,iPadのビジネス活用セミナー@Appleストア銀座なう。イシン（株）の高木さんを見にきたよ。
apple,irrelevant,"New mov: ""ショウケース@apple store 銀座"" 記録 / starring:ichiro_, REPEAT PATTERN, moda → http://t.co/kmJ0o1Ja"
apple,irrelevant,@GuySie Heb je gisteren Tros Radar gezien over Apple. Garantie werd niet nagekomen door @Apple en devices zeer snel kapot.
apple,irrelevant,@Notre4Dame @apple haha no fuck that its still took sux and a half hours and i have to be up at 7
apple,irrelevant,RT @aranzibia: Las aplicaciones más populares para iPhone (vía AppleWeblog) http://t.co/m68Tzn1K #iphone @apple
apple,irrelevant,Las aplicaciones más populares para iPhone (vía AppleWeblog) http://t.co/m68Tzn1K #iphone @apple
apple,irrelevant,#iOS5 op iPad 2 geïnstalleerd. Tijdrovend en bepaald niet probleemloos. @Apple gaat meer en meer de #Windows kant op. ;-(
apple,irrelevant,"@Twitter CEO @DickC on @Apple, Privacy, Free Speech and @Google; Far From IPO http://t.co/ztq9Sx7x"
apple,irrelevant,@Karofsky @Apple  how's that pear coming? oops i mmeant apple!
apple,irrelevant,"Por cierto @Apple, me sigue gustando mas MobileMe que iCloud. La sincronización de mis ordenadores, la gestión de carpetas... nada que ver."
apple,irrelevant,"Welp. RT @Tree @Apple you didn't fall too far from me, huh? RT @NikkiNotNiki Nia Long's mom is gorgeous.."
apple,irrelevant,"جهاز من كل ثلاثه تحمل iOS 5
""@TechCrunch: iOS 5 Already Installed On 1 In 3 Eligible Devices http://t.co/2Hijv2LK by @grg"" @apple @ios5"
apple,irrelevant,"@Apple Mooi systeem hoor dat films huren, t zou alleen leuker zijn als je ze ook werkelijk kan bekijken!!! #NAAIDOZEN http://t.co/Qg0RYdVX"
apple,irrelevant,"@Apple podría lanzar un #iPad Mini en el 2012, según los últimos rumores. http://t.co/3mkPJTFX"
apple,irrelevant,Viens de tester #ios5 sur un 3GS et franchement c'est pas mal du tout ! @apple
apple,irrelevant,"http://t.co/k8RQwXty 
para que descargues apps para tu dispositivo #iOS de @Apple."
apple,irrelevant,"Por fin Adobe para #iOS, al parecer @Apple se reconcilia en esta nueva gestión."
apple,irrelevant,Lekkere garantie volgens #radar bij @apple. #Ned1
apple,irrelevant,RT @IsmaelLaRosa: En la tienda de @Apple WoooooW Que legado dejaste #SteveJobs iAdmire U. Está Repletoooo iFull LOL
apple,irrelevant,En la tienda de @Apple WoooooW Que legado dejaste #SteveJobs iAdmire U. Está Repletoooo iFull LOL
apple,irrelevant,"querida @apple, até quando o steve vai ficar na sua pagina inicial?"
apple,irrelevant,"@MissHell23 Umm, pretty sure I typed @Apple, not you, but okies, why'd you do it, then? *grin*"
apple,irrelevant,Contra todo pronóstico @Samsung podría ser el fabricante del #chipA6 para @Apple http://t.co/6utPqa5w
apple,irrelevant,Perry ricks @Apple @Lenox http://t.co/9kYgOvB1
apple,irrelevant,@pnt21 ドンマイー@(・●・)@Apple社保証薄いから気をつけてね
apple,irrelevant,Descuentos y offertas para applicaciones de @apple http://t.co/8VNd57qk #mobil
apple,irrelevant,"#MobileMe, #iCloud, #AppleID... cómo sobrevivir a la transición de las cuentas de @Apple http://t.co/3lMPiCjK"
apple,irrelevant,@Bonita1108 es pura envidia xq @Apple no te ha regalado nada con o sin fallas #VivaBlackBerry
apple,irrelevant,"RT @mpastrana: RT @apple no pasa nada, todo esta bien, no pasa nada, todo esta en orden http://t.co/zwECWhD"
apple,irrelevant,Se tan arruinando mis audifonos d mi #iphone @apple quien me quiere regalar unos? http://t.co/56eeE9uY
apple,irrelevant,Asi o mas mala la #version5.0 de @apple...
apple,irrelevant,@macworld_brasil vcs conseguiram fazer funcionar o find my Mac? O meu sempre pede para reportar o erro a @Apple !
apple,irrelevant,&gt; 4 mln iPhones verkocht in eerste weekend: http://t.co/1pPZz1oX (via @apple)
apple,irrelevant,&gt; 4 mln iPhones verkocht in eerste weekend: http://t.co/OP26muCr (via @apple)
apple,irrelevant,"Curso de DJ na @apple em breve, informaçoes 30114020 ou 91287199
msn: dj_sandrocosta@hotmail.com
@djtetekerbes"
apple,irrelevant,@dgosset @lolopb oh putain… j'ai vidé mon spam il y a peu… Le mail de applecert@apple.com est dans ce qu'il reste…
apple,irrelevant,RT @BikerVox: http://t.co/EVItL2eO @KentStoffels @MArioMUssolini @iOS_Notch @Apple
apple,irrelevant,http://t.co/EVItL2eO @KentStoffels @MArioMUssolini @iOS_Notch @Apple
apple,irrelevant,¿Quién dijo crisis? @Apple ha vendido 4 millones de unidades del #iPhone4S en sólo tres días
apple,irrelevant,Resultado de ventas de @apple 4millones de #iPhone4s vendidos
apple,irrelevant,@hervepierre mdr! ouais une mauvaise expérience avec les vendeurs @Apple store m'a fait hair l'iphone ;)
apple,irrelevant,"bagi yg acc USnya di disabled sama apple,email aja itunes store supportnya minta di re enabled lagi
iTunesStoreSupport@apple.com"
apple,irrelevant,"Pederčine umobolne, oću APDEJT ne FORMAT SVEGA ISUS VAM JEBO MATER @apple"
apple,irrelevant,O poder de #pensardiferente: a mágica de #SteveJobs foi transformar egomania e obsessão em trunfos http://t.co/qkUoeEzv @apple @ipad @ipod
apple,irrelevant,講習中@apple shop GINZA
apple,irrelevant,"#epicfail @apple bij upgraden naar IOS5 instellingen kwijt en ebooks verloren. het kost me dus geld zo'n upgrade, WAARDELOOS!"
apple,irrelevant,"Hey @apple , je sais que tu es encore un peu remué, mais tu pourrais ajouter le verbe avoir à ton dictionnaire ?"
apple,irrelevant,@chachasikes @iphone @apple on the iphone4s???
apple,irrelevant,@ferchowii @Adr_Mart_Com @Apple no tengo
apple,irrelevant,追悼ジョブズ氏…@Apple Store#fb  http://t.co/V07PBNdP
apple,irrelevant,^___^ que amable es la gente de @apple
apple,irrelevant,Como puedo checar mi correo si tengo cuenta @apple.com?? :S osea no q onda con eso!! jajaja
apple,irrelevant,RT @Leahjanell: This Moment w/ @Shyah & @DianiGroves is brought to you by @NBA @Apple @Riesling oh and http://t.co/Dp4XiDs2
apple,irrelevant,This Moment w/ @Shyah & @DianiGroves is brought to you by @NBA @Apple @Riesling oh and http://t.co/tmQ50JRU
apple,irrelevant,Partner with @apple. I&#39;d pay $50 for aniBulb. &quot;@washingtonpost: Would you pay $25 for this lightbulb? http://t.co/zGFsehAO&quot;
apple,irrelevant,todos quieren destruir a @blackberryhelp ves que estas en la mala @sebitasrodri mira que @apple ya tiene chat
apple,irrelevant,@chefreggie06 @rolandsmartin @Apple get ready Tampa Bay the Martin's are coming to town! Bring it on Buccaneers!
apple,irrelevant,@heidiknyc @apple @Badog420 Cute dinner when ur back from shanghai xx
apple,irrelevant,@apple - dette blir for dumt. http://t.co/zqKMkq91
apple,irrelevant,ninguem desliga o 3g do celular -.- “@giuchavez: Olha aqui @apple: na proxima atualizaçao eu quero um atalho pra ligar/desligar a 3g Ok ...
apple,irrelevant,Teach Different: iTeach Therefore iAm http://t.co/yozd8HCx @apple @teachforus @teachforamerica #ipad #stevejobs
apple,irrelevant,@Apple et je devrais arrêter de vous glorifier et ça c'est pas cool...
apple,irrelevant,yo @Apple va falloir faire quelque chose pour l'app vidéo. Le fait de pas pouvoir laisser la vidéo jouer en faisant autre chose &lt;  diarrhée.
apple,irrelevant,Quiero migrar @Apple!
apple,irrelevant,O #itunes acaba de me avisar q esta disponível a versão 5 pra atualizar meu #Iphone 4. Como não cair de amores pela @apple e #SteveJobs ?!!
apple,irrelevant,@apple pratet om en versjon av iPod touch til barn. De ombestemte seg da tittelen nærmet seg #iTouch Kids.
apple,irrelevant,"Olha aqui @apple: na proxima atualizaçao eu quero um atalho pra ligar/desligar a 3g Ok ? Aff fazem tudo pela metade !!! Steve,da um jeito ai"
apple,irrelevant,interesante por decirlo menos sabes que la cámara del #iphone4s le pertenece a #sony ... mmm ojalá ande bien y no sea mala jugada de @apple
apple,irrelevant,"Oja, ik ben gelijk al mijn apps kwijt bedankt @apple ."
apple,irrelevant,#Deal & #Schnäppchen Update: [iPad] iPad 1. Generation generalüberholt ab 389 € @Apple - http://t.co/xDtdZurD
apple,irrelevant,@ChArEnCe RaMoS @apple jane @heiMachO @tintin_Julielmo new followers..:) na follow back ko na po kayo..:)
apple,irrelevant,[iPad] iPad 1. Generation generalüberholt ab 389 € @Apple: Der Tablet von Apple bleibt weiterhin recht preisstab... http://t.co/h8ANhAVu
apple,irrelevant,Kan @Apple de #tekstaanvulling op #iphone en #ipad niet omdraaien? #eigenteksteerst #weetapplehetaltijdbeter
apple,irrelevant,[iPad] iPad 1. Generation generalüberholt ab 389 € @Apple http://t.co/tOv1xKQ8
apple,irrelevant,@HAZI クック@apple.com？
apple,irrelevant,@Le_M_Poireau Mais moi je voudrais pas que @apple donne mon fichier @LaLibreBe. Marre d'être spammée par les journaux désespérés.
apple,irrelevant,O #piratasdainformatica só não disse se o Bill Gates tbm é dono da @Apple
apple,irrelevant,"Né @Apple, vai trabalhar no iPhone5"
apple,irrelevant,I guess I should go @hublot @apple and @ZegnaOfficial shopping next week. Birthdays only come once a year! Lol
apple,irrelevant,ASSISTINDO O FILME CHAPA!! PIRATAS DA INFORMÁTICA  ESSE FILME E FODA VIVA @APPLE
apple,irrelevant,Un abrazo a tod@s desde el @Apple Store en #NewYork. Es un honor sumarse a la gente que honra la memora y el #genio de #SteveJobs.
apple,irrelevant,iphone行列並んだー@apple store銀座 どのくらいかかるかね。16Gしかないそうです。
apple,irrelevant,New Arrivals and 70 percent off Clearance of Matching G http://t.co/qQcwyl4b@Lds @Scriptures @Apple @E @Book
apple,irrelevant,Today very cheap for Patio Furniture San Anton http://t.co/Sd3i1bjm@Plastic @Apple @Bags
apple,irrelevant,Causando na loja da @apple
apple,irrelevant,"Fico manso os preços desses IPHONEs,absurdos R$ 2.500! Assim não dá Fía @apple, Só se eu fizesse programa na Beira Mar :("
apple,irrelevant,Find more the best Angel Christmas Tree O http://t.co/d5G1rY5d@Starfrit @Apple @Peeler
apple,irrelevant,Find more the best Maytag Washer Control Board deal.Check pric http://t.co/SNdkAg3e@Best @Apple @Peeler
apple,irrelevant,Find more the best Cyst On Knee deal.Check price of best Cyst On Knee and offers now. http://t.co/qzYnNuvI@Automatic @Apple
apple,irrelevant,Do not check other site for Uhmw Conveyor.Now you go best site of Uhmw Conveyor. http://t.co/8RMV5D2q@9 @Pin @Cable @Apple
apple,irrelevant,Do not check other site for Ed Hardy Black Long Sl http://t.co/hengQGqp@Unlocked @Apple @Touch @Phones
apple,irrelevant,"RT @ThBenkoe: hey @apple! dass man selektiv keine einzelnen fotos (peinliche, überflüssige etc.) aus dem fotostream löschen kann, ist do ..."
apple,irrelevant,Esperaba mas de &quot;IOS 5&quot; @Apple
apple,irrelevant,Hello you are find Mesh Jacket Motorcycle? Our site have more Mesh http://t.co/tYg4Ualc@Ace @Hardware @Apple @Pee
apple,irrelevant,to reiniciando meu computador. ó as idéia @apple
apple,irrelevant,@chriswglowe @apple @gadgetlab you can tell me tonight ;-) cracking open the vodka tonight if you fancy ?
apple,irrelevant,Buy more products of Hemp Jewelry Instructions now.Free ship http://t.co/928bPS4t@Lehmans @Apple @Peeler
apple,irrelevant,@rogriffo VC Viu ontem A @Apple Estava dando IPhone 3 No Site dos estados Unidos
apple,irrelevant,Sabias que.... RT @MkDirecto Los usuarios del #iPad desayunan y cenan con la #tableta de @Apple: http://t.co/eYXCQQmK
apple,irrelevant,Today very cheap for Hemp For Fuel.And Free shipping for Hemp For Fuel too. http://t.co/8gyJLbMW@Farberware @Apple @Peeler
apple,irrelevant,Discount Hemp Knots today.Cheap price too.Save money for best Hemp Knots. http://t.co/9H3jopLq@Avanti @Apple @Peeler
apple,irrelevant,Today very cheap for 2198597 Icemaker.And Free shipping for 2198597 Icemaker too. http://t.co/6CLkWAiO@French @Apple @Peeler
google,positive,"Took me months to decide, but tonight I have chosen #google over Amazon S3 for image storage solution."
google,positive,RT @spacecanard Today's the Day. ICS &lt;3 #android #google #samsung
google,positive,"The new Nexus looks good! UI feel a bit confusing but I guess Android users are ok with that! Now, try it :) #Google #android #nexusprime"
google,positive,Very nice trivia game by #Google. Helps you use their search better http://t.co/ikN087ZE
google,positive,Very nice trivia game by #Google. Helps you use their search better http://t.co/c5Tu3dZK #fb
google,positive,Cant build a website. Get a #Google website #Free ! http://t.co/7qUy4uOU
google,positive,#Android ICS is looking pretty good. Not quite sure if its worth the 4.0 numbering leap. #google
google,positive,@Tita_Ramos #Google it =)
google,positive,RT @p1j Android 4.0 Ice Cream Sandwich is Here with a Google Nexus in new Avtar!   http://t.co/MTu7tGx7   #android #google #nexus #BigMAMA
google,positive,"Me too RT @MohamedG: Exciting day, It's Ice cream Sandwich day ;) #Google #Android"
google,positive,WOW the new #Google #Nexus is just beautiful. totally gonna boost google's market share in the smart phone market.
google,positive,"hahaha integrated data usage manager... in sucha brilliant way, sleek design, superb and I'm only watching videos LOL #Google"
google,positive,I fancy an Ice Cream Sandwich #google #android. Wonder it will works on my HTC Desire?
google,positive,"Google Ice Cream Sandwich - sounds yummy!  What do you think? http://t.co/gMsgXcq8
#google #Android #ice cream sandwich"
google,positive,#Google Me!!!!!!!!
google,positive,"Exciting day, It's Ice cream Sandwich day ;) #Google #Android"
google,positive,Android 4.0 Ice Cream Sandwich is Here with a Google Nexus in new Avtar!   http://t.co/mSWX6Eo6   #android #google #nexus #BigMAMA
google,positive,@Bla1ze I was referring to #Google & #Icecreamsandwich. It looks amazing. What imo android was missing. I ... http://t.co/rE4nLZgI
google,positive,http://t.co/QV4m1Un9 Forget the phone.. Nice UI. Liking the Scroll Feature #android #google #nexus
google,positive,Simply Amazing! http://t.co/9qmG3irA #Google #Samsung #Galaxy #Nexus #Prime #Android4 #IceCreamSandwich
google,positive,#Google has finally unveiled the much awaited #Android OS Ice Cream Sandwich & it sure looks good! http://t.co/sNL38EM1
google,positive,#google Finally!! All searches for logged in users will be on https! http://t.co/RaUeRrtF
google,positive,#RIM should really take an in debt look at #Google's strategy... They released the #NDK for #Icecreamsandwich 3 HOURS after release. #ics
google,positive,RT @vattam: Man! I've fallen in love with Galaxy Nexus! #google #samsung #galaxynexus #android
google,positive,When in doubt... #Google it!!!
google,positive,[GReader Share] Five Reasons Why Google is Winning the War in Photosharing  http://t.co/coQCLb9R - #photography #fotografia #google+
google,positive,"RT @Assim99: Dear #Google, I want the Galaxy Nexus NOW. Please send it to me by email or something - I know you have the technology"
google,positive,RT @shagorikah: Telegraph reports that the biggest threat to #facebook is its power users have shifted to #twitter or #google+ http://t. ...
google,positive,Sorry #Apple #Google and #Samsung just made you look bad. #Android is king
google,positive,Telegraph reports that the biggest threat to #facebook is its power users have shifted to #twitter or #google+ http://t.co/JHdTYKCV
google,positive,#Facebook power users 'have gone to #Google+ and #Twitter' - Telegraph http://t.co/vwCiOv1f Who are they? #socialmedia
google,positive,"Not impressed much with the new Android update. But good signs: a readable font, emphasis on design, and less nerdiness. #google"
google,positive,"Video: #Google wallet, see the wow effect http://t.co/mcW78VtG"
google,positive,When I'm about to tweet something and I cant remember how to spell I go straight to #Google
google,positive,"Dear #Google, I want the Galaxy Nexus NOW. Please send it to me by email or something - I know you have the technology"
google,positive,#GOOGLE #ANDROID 4.0 out ;-) Available with #SAMSUNG nexus!
google,positive,"Maybe not the most efficient way to browse, but fun: #Google releases an Infinite Digital Bookcase http://t.co/X1qzeX7f by @MeghanKel"
google,positive,@jowyang it's difficult to pass up #google+ considering the social seo benefits of google+ vs facebook
google,positive,Ice Cream Sandwich to stop carriers bullying smartphone users #google #android http://t.co/BZNy74Nn
google,positive,"I agree with @wellis68 that the ""Hangouts"" on #Google+ are friggin' awesome!”"
google,positive,http://t.co/Pl4ZeEvH - Ice Cream Sandwich to stop carriers bullying smartphone users #google #android http://t.co/BgKiMGJF
google,positive,#google #galaxynexus #icecream great
google,positive,The next #Google #Nexus phone is here!!. http://t.co/edSwoXoC
google,positive,Google Earth Helps Locate Salmonella Hotspots http://t.co/mcz9RSDf #google
google,positive,#ThingsWeAllHate that person that acts like they know every fucking thing bitch you not #Google
google,positive,#samsung galaxy nexus = orbital laser. #apple iphone 4s = wooden stick #google
google,positive,/want http://t.co/srbm3V0K #Google #Nexus #Samsung #Galaxy
google,positive,Ice Cream Sandwich u r really delicious Can ditch iPhone for u that's for sure. #Google launches #Android4 aka #IceCreamSandwich :)
google,positive,#google+ (: lovin it
google,positive,"""Samsung and Google have closely collaborated to push the mobile experience forward. We are pleased to ... http://t.co/ecT8fYIA #Google+"
google,positive,RT @RoycinD: FINALLY ! Power + Volume = Screenshot. No more rooting required! #Google #ICS #galaxynexus
google,positive,I want the new #google #galaxynexus. Android 4.0 is going to be the fucks
google,positive,#Google #Nexus press conference http://t.co/2WV01o5v #slick
google,positive,S/O to #google for getting me through high school and college....you are appreciated
google,positive,iScream u scream v all scream #android #IceCreamSandwich. A job well done by #google and a major game changer in the #mobile #OS space
google,positive,"@immad_immad #google, always thinking ahead"
google,positive,@VentureBeat I like the #google virtual bookcase thank you for sharing
google,positive,"#Google's #IceCreamSandwich was revealed. I'm getting an #Android whenever I get a new phone, but I'm keeping my #iPhone for now."
google,positive,"#Android #Google Ice Cream Sandwich Feature Closer Look - Roboto Type Face Is ""A Pleasure"" To Read http://t.co/DJsp2G5B #DhilipSiva"
google,positive,Fantastic work from #Samsung and #Google on the #GalaxyNexus superphone and the new #Android #ICS. Very impressive.
google,positive,... I think I should work for #MelaleucaTheWellnessCompany ... Probably the best company to work for .. oh and #Google
google,positive,i love #google
google,positive,Can't wait for Ice Cream Sandwich. http://t.co/RtDzjq2U #android #google
google,positive,"i need a hookup, stop teasing me #google http://t.co/07YR58wL i want the new #nexus"
google,positive,"well.....#google's #icecreamsandwich and new accompanying phone are, as usual, neat, but nothing ground-breaking"
google,positive,#Android #Google Device Frame Generator Updated For Galaxy Nexus - Your Screenshots Just Got Prettier http://t.co/9bWt2W6z #DhilipSiva
google,positive,"Mmm... #SmarterPhone RT @Android: Introducing Ice Cream Sandwich, the delicious new version of Android: http://t.co/AXl2K1Gs #ICS #google"
google,positive,So so excited for all of the new Android features! Awesomeness :) #Android #ICS #Google #GalaxyNexus
google,positive,#IceCreamSandwich went way and beyond what I expected. Can't wait to get it on my Nexus to play with! #Google
google,positive,"Check this video out -- Introducing Galaxy Nexus. Simple, beautiful, beyond smart http://t.co/fiTI6ZIA 透過 @youtube #android #nexus #google"
google,positive,"Cream on the inside, clean on the outside. Ice Cream phone job. #Google"
google,positive,#Google+  great for small businesses? I think so. The platform has some really beneficial features. Thoughts? http://t.co/FytcyEG2
google,positive,RT @Mr_Lister: Loves the new presentations tool for Google Docs - particularly themes and adding video via URL #google #sd33 #edchat #ed ...
google,positive,brilliant WebGL Bookcase #google http://t.co/CR3A6k9U
google,positive,#Google's like my wife - searches things for me and completes my sentences.
google,positive,"#Android 4.0 Ice Cream: Introducing Galaxy Nexus. Simple, beautiful, beyond smart http://t.co/vUWgyx3N #Google"
google,positive,http://t.co/Izh7KaiU #google #nexus #prime &lt;3 #android
google,positive,Interesting bookcase..RT @VentureBeat: #Google releases an Infinite Digital Bookcase http://t.co/urxJixCe by @MeghanKel
google,positive,#google is my bff rite about now!
google,positive,have to finish faster the only way is to google it!!!! #google :D
google,positive,Good to see #Google finally turning their focus on user experience. http://t.co/AYhOKgo8 #IceCreamSandwich #Android
google,positive,"ICS looks awesome, please let me have it on my phone!  #android #google #motorola"
google,positive,Iphone 4s almost had me ... ALMOST !! Ice Cream Sandwich FTW !! http://t.co/p32Ehduq #android #google
google,positive,RT @Sarahhhhh112: @_xmas_carroll Yeah I got #skype and #google+ and #twitter so who needs facebook?
google,positive,There you go - according to http://t.co/4Y8aS4zz #Google+ is builtin to the OS/Nexus line? Smart move :)
google,positive,"Oh yes, and now - The Android Beam! Alright, I made the right decision to be on Team #Google, Team #Android!"
google,positive,I just add my profile on the #Google+ WebGL Globe project. Add yours ! http://t.co/UWeYalKb via @AddThis
google,positive,Thanks Android for admitting you're ugly. New font is a good start! #ics #google
google,positive,Ice Cream Sandwich's Face Unlock really works! http://t.co/2SjN2BzZ #icecreamsandwich #google #galaxynexus
google,positive,I'm so ready for Ice Cream Sandwich! #ICS #Nexus #Google #Android #SiriWho? http://t.co/Cjonncvk @GetGlue #Android
google,positive,Mmmm Ice Cream Sandwich #Android #Google
google,positive,"Just seen a taste of #Google's ice cream sandwich, now I want a bite"
google,positive,Probably the best #IceCreamSandwich (yet)! #Samsung and #Google's event live blog by @engadget! Why haven't I switched to #Android again?
google,positive,RT @YashasJoshi: #android 4.0!!  Ice Cream Sandwich will now make all other smartphone operating systems look outdated.  #Androidbeam Wo ...
google,positive,"Instant photo sharing and the people app are what's best in Ice Cream Sandwich, IMO. #google #ics"
google,positive,The new android #Nexus phone makes the #iPhone look like a cheap toy at dollar store! #tcot #android #google #RealEstate @Burkepatch
google,positive,Sweet Ice Cream Sandwich RT @Pocketlint Google Android 4.0 Ice Cream Sandwich officially detailed #google #ics http://t.co/iUY0DF5S
google,positive,"""@SamsungMobileCA: Raise your hand if you now want an #Android4 #IceCreamSandwich powered #GALAXYNexus phone! #Google #Samsung""-I do!"
google,positive,"Siri, which #Android device should I replace my #iPhone with? #Apple vs. #Google"
google,positive,The new Google Nexus page is live! - http://t.co/zrqoeWxI #nexus #google #android #icecreamsandwich
google,positive,I'm most excited about Android beam & face detection unlock for Android ICS. #AndroidBeam #Google #IceCreamSandwich
google,positive,Are you using #Google+ and #Linkedin yet? These are essential tools to get your company and/or you on the FIRST page of Google. Contact...
google,positive,"RT @SebasCoulombe: Thanks to Samsung and Google, I'm now craving for some Ice Cream Sandwich !  #IceCreamSandwich #Google #Samsung"
google,positive,"Introducing Galaxy Nexus. Simple, beautiful, beyond smart http://t.co/qaMj3MeR #android #ICS #google #samsung"
google,positive,So glad #Google adopted a design philosophy for #Android 4.0 a.k.a It shows soooo much! This is the polish I've been waiting for!
google,positive,Thoughts on Android 4.0 #ICS? Excited to play with the new features. #android #google
google,positive,Register now for your Galaxy Nexus :) http://t.co/37WkIoXC #Android #Google
google,positive,Wow! RT @dalmaer: WebGL infinite bookcase UI http://t.co/aijYsfHO #google
google,positive,#Google + #Samsung = Perfect #Icecream sandwich #GalaxyNexus
google,positive,"Thanks to Samsung and Google, I'm now craving for some Ice Cream Sandwich !  #IceCreamSandwich #Google #Samsung"
google,positive,Loved the Google release of Android OS 4.0 Ice Cream Sandwich! #Samsung #Android #Google #IceCreamSandwich #amazing!
google,positive,"Google ICS looks awesome, can't wait til it gets ported over to my evo, face unlock?! ... #android #google"
google,positive,"#ICS is Sick, good work #google team"
google,positive,"I gotta say, Google's got some pretty catchy advertisements for Android and Chrome. #google #android"
google,positive,@jessecablek I want it too. Now just wondering who will be carrying it in November. Or direct purchase from #google / #samsung
google,positive,#Google's #Nexus really i wanna it now #Awesome
google,positive,"Well the event is now over, time to change my pants #Google #Android #Samsung #Jizz"
google,positive,"I'm an iOs user but the #ICS is awesome, great job #google"
google,positive,Oh yeah I'm in I want one now #Google really did a great job #ICS
google,positive,RT @ThatTechGuy92: LITERALLY HAD MY MIND BLOWN AWAY JUST NOW!!!!! #Google #Samsung
google,positive,"@BrandonMiniman @Jaime_Rivera I'm an iOs user but the #ICS is awesome, great job #google"
google,positive,#google + #motorola + #verizon = perfect combination! &lt;3
google,positive,Loved the introduction of the Google Galaxy Nexus & Ice Cream Sandwich. Really looking forward to my new phone #android #ics #nexus #google
google,positive,"GO, GO, GO Ice Cream Sandwich developers! #Android SDK r14 is LIVE @ http://t.co/OeUrmtLX! #Google"
google,positive,#android 4.0!!  Ice Cream Sandwich will now make all other smartphone operating systems look outdated.  #Androidbeam Wowww..  #google
google,positive,Galaxy Nexus = #Google #Android #Samsung - the dream team! :) http://t.co/R5juJSBr
google,positive,yumyumyum...I want Ice Cream Sandwich... #google #android
google,positive,Soon. Getting ready for the party. #google #android #icecreamsandwich http://t.co/eZjCzLt6
google,positive,RT @SamsungMobileCA: Raise your hand if you now want an #Android4 #IceCreamSandwich powered #GALAXYNexus phone! #Google #Samsung
google,positive,All this talk about about how good #icecreamsandwich looks is making me hungry #google #omnomnomnom
google,positive,O. M. G. #Google is nuts with #ICS and this new phone!
google,positive,iPhone users find the nearest trash for your device it's the correct place ! #Android #Apple #Google #iPhone
google,positive,"#Google / #Samsung #Galaxy #Nexus #ICS press release is now done, I'll go back to my regular tweeting intervals now :) I WANT IT!"
google,positive,Raise your hand if you now want an #Android4 #IceCreamSandwich powered #GALAXYNexus phone! #Google #Samsung
google,positive,Ready for some Ice Cream Sandwich! #google #android
google,positive,"Alright, well #Apple just got its ass kicked in the face by #Google so hard with its new Googles #Nexus phone. It will be brilliant."
google,positive,LITERALLY HAD MY MIND BLOWN AWAY JUST NOW!!!!! #Google #Samsung
google,positive,What I think about #AndroidIceCreamSandwich ? Thats the most delicious piece of sandwich ever. Get me it real fast #GOOGLE !
google,positive,"iphone users i reaaly feel sorry for you after i saw ice-cream sandwich #Android today, #Google #apple #Android #iPhone"
google,positive,Pretty big deal from #Samsung and #Google def can't wait to get my hands on the #GalaxyNexus and #ICS
google,positive,I cannot wait for a new #ICS phone!!! #Google #android
google,positive,RT @eboyee: Dostupan SDK - WOW R.E.S.P.E.C.T. #Google #IceCreamSandwich
google,positive,Dostupan SDK - WOW R.E.S.P.E.C.T. #Google #IceCreamSandwich
google,positive,OMG the #Android 4.0 SDK is available NOW @ http://t.co/OeUrmtLX!! #Google
google,positive,The new #Samsungnexus and 4.0 OS make the #iPhone4s look like an old bag phone. Nice job #Google and #Samsung.
google,positive,Calling all #marketing executives in #houston - sign up for #google #training - http://t.co/vo542MrZ - I can't wait to be there for the week
google,positive,"Android Beam - sharing contacts, articles, files, and games, pretty cool #Google #ICS"
google,positive,"Slick beam capabilities included in Android 4.0. Touch 2 devices together and select ""Beam"" and content is transferred #Google #Android #ICS"
google,positive,"really digging the #UI of of ""#Quick #Response"" from #Google android great for politely declining calls lol"
google,positive,goodbye Bump ... #Google #ICS
google,positive,@WPdesignteam @joebelfiore @windowsphone - You guys just taught #Google #Android how to design a decent phone. So much Metro. Good Job guys!
google,positive,People App in #ICS looks promising! As usual #Google is good at integrating different apps and make it a total new user experience!
google,positive,"On a positive note, advanced control of your data usage is a really great idea ;) #google #nexus"
google,positive,#google #icecreamsandwich totally blowing #Apple iShit away...
google,positive,I love Ice Cream Sandwich :) #Android #Google #Samsung
google,positive,"#NerdBoner in full effect. Watching #Samsung #Google #NexusPrime #IceCreamSandwich live event!
http://t.co/Rk9kPHss"
google,positive,"Great, live contact management, quick contact card, add people directly to.your home screen #Android4.0 #Google"
google,positive,#Google has done it again ..... #IceCream Sandwich
google,positive,New contact app builds on a magazine style layout and aggregates contact info from multiple sources. Very slick. #Google #Android #ICS
google,positive,Nexus Prime looks NICE. #google #android
google,positive,New Galaxy Nexus: Video looks awesome! #nexus #samsung #google #android bit.ly/nEJbyE
